SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_TDAP,PCT_EXEMPT_TDAP,PCT_COMPLIANCE_TDAP,PCT_IMMUNE_MVMVC,PCT_EXEMPT_MVMVC,PCT_COMPLIANCE_MVMVC,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
Desert Garden Montessori,n/a,5130 East Warner Road,Phoenix,Maricopa,85044,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Desert Harbor Elementary,n/a,15585 N. 91st Avenue,Peoria,Maricopa,85382-,y,rn,86,98,2.3,100,81,2.3,84,84,2.3,86,98,2.3,100,98,2.3,100,97,2.3,99,97,2.3,99,2.3,0,0
Desert Heights Charter Schools,n/a,5821 W Beverly Lane,Glendale,Maricopa,85306-,n, ,85,99,0,99,89,0,93,84,0,87,100,0,100,96,0,96,95,0,95,100,0,100,0,0,0
Desert Heights Preparatory Academy,n/a,3540 W. Union Hills,Glendale,Maricopa,85308-,n, ,85,99,0,99,74,0,74,64,0,67,100,0,100,96,0,96,95,0,95,100,0,100,0,0,0
Desert Horizon,n/a,8525 W Osborn Rd,Phoenix,Maricopa,85037-,n, ,129,97,0,97,61,0,100,60,0,100,97,0,97,98,0,98,97,0,97,100,0,100,0,0,0
Desert Jewish Academy/east Valley Jewish Day School,n/a,3400 N Dobson Rd,Chandler,Maricopa,85224-1200,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Desert Marigold School,n/a,6210 S 28th St,Phoenix,Maricopa,85042,n, ,26,58,42.3,100,27,46.2,81,35,50,88,54,42.3,96,54,46.2,100,58,42.3,100,65,34.6,100,53.8,0,34.6
Desert Meadows Elementary School,n/a,6855 W Meadows Loop E,Laveen,Maricopa,85339,n, ,104,99,1,100,97,1,98,97,1,98,98,1,99,98,1,99,97,1,98,99,1,100,1,0,1
Desert Mirage,n/a,8605 W Maryland Ave,Glendale,Maricopa,85305-,n, ,89,99,0,99,100,0,100,100,0,100,99,0,99,100,0,100,99,0,99,100,0,100,0,0,0
Desert Mountain Middle School,n/a,35959 N. 7th Ave,Desert Hills,Maricopa,85086-,y,rn,90,98,2.2,100,92,2.2,97,92,6.7,100,97,3.3,100,97,3.3,100,96,4.4,100,98,2.2,100,7.8,0,2.2
Desert Oasis E,n/a,8802 West Mcdowell Rd,Phoenix,Maricopa,85037-,y,lpn,87,99,1.1,100,91,1.1,100,90,1.1,92,98,1.1,99,99,1.1,100,99,1.1,100,100,0,100,0,1.1,0
Desert Oasis Elementary School,n/a,17161 W. Bajada Rd,Surprise,Maricopa,85387-1091,y,rn,75,100,0,100,95,0,97,95,0,97,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Desert Palms Elementary School,n/a,11441 N 55th Ave,Glendale,Maricopa,85304-,y,lpn,70,97,1.4,99,86,1.4,89,84,1.4,86,97,1.4,99,99,1.4,100,99,1.4,100,97,2.9,100,1.4,1.4,1.4
Desert Sage Elementary School,n/a,4035 W Alameda Rd,Glendale,Maricopa,85310-,y,rn,78,100,0,100,94,6.4,100,92,7.7,100,100,0,100,99,1.3,100,96,3.8,100,100,0,100,11.5,0,0
Desert Sands Middle School,n/a,6308 W Campbell Ave,Phoenix,Maricopa,85033,n, ,349,100,0,100,100,.3,100,100,.3,100,100,.3,100,100,.3,100,100,.3,100,99,.9,100,1.1,0,0
Desert Shadows Elementary,n/a,5902 E. Sweetwater,Scottsdale ,Maricopa,85254-,y,rn,78,92,7.7,100,91,6.4,97,90,7.7,97,96,3.8,100,96,3.8,100,97,2.6,100,95,5.1,100,9,1.3,1.3
Desert Shadows Middle School,n/a,340 Blvd Del Rey David,Nogales,Santa Cruz,85621,y,rn,244,100,0,100,100,.4,100,100,0,100,100,0,100,100,0,100,100,0,100,98,2,100,.4,0,0
Desert Sky Middle School,n/a,9850 E. Rankin Loop ,Tucson,Pima,85747-,n, ,281,98,1.8,100,98,1.1,100,98,.7,100,99,1.1,100,98,1.8,100,99,1.1,100,98,2.1,100,1.8,.4,2.1
Desert Spirit,n/a,7355 W Orangewood,Glendale,Maricopa,85303,y,rn,109,98,0,98,68,0,69,67,0,68,98,0,98,98,0,98,98,0,98,100,0,100,0,0,0
Desert Springs Preparatory Elementary School,n/a,6010 E Acoma Dr,Scottsdale,Maricopa,85254,y,rn,57,95,5.3,100,89,8.8,100,89,8.8,100,93,7,100,93,7,100,95,5.3,100,96,3.5,100,10.5,0,3.5
Desert Star Elementary School,n/a,2131 S. 157th Ave,Goodyear,Maricopa,85338-,y,rn,85,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Desert Sun Elementary School,n/a,27880 N 64th St,Scottsdale,Maricopa,85262-,y,rn,68,91,8.8,100,90,8.8,99,88,8.8,97,91,8.8,100,90,10.3,100,91,8.8,100,96,4.4,100,11.8,0,4.4
Desert Thunder School,n/a,16750 W Garfield,Goodyear,Maricopa,85338,y,lpn,71,97,0,97,97,0,100,96,0,96,99,0,99,97,0,97,99,0,99,99,0,99,1.4,0,0
Desert Trails Elementary School,n/a,4315 E Cashman Dr,Phoenix,Maricopa,85050,y,rn,91,96,4.4,100,96,4.4,100,95,4.4,100,96,4.4,100,96,4.4,100,95,5.5,100,97,3.3,100,3.3,2.2,3.3
Desert Valley Elementary,n/a,12901 N 63rd Ave,Glendale,Maricopa,85304-,y,rn,64,98,1.6,100,98,0,100,98,1.6,100,98,1.6,100,98,1.6,100,98,1.6,100,100,0,100,1.6,0,0
Desert View Elementary,n/a,1508 N 10th Ave,San Luis,Yuma,85349-,y,lpn,130,100,0,100,99,0,100,99,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Desert Vista Elementary School,n/a,3701 E Broadway,Apache Junction,Pinal,85219,y,lpn,96,99,1,100,99,1,100,99,1,100,99,1,100,99,1,100,99,1,100,99,1,100,1,0,1
Desert Willow Elementary School,n/a,4322 E  Desert Willow Pkwy,Cave Creek,Maricopa,85331-,y,rn,106,98,1.9,100,92,5.7,98,92,6.6,99,97,2.8,100,98,1.9,100,94,4.7,99,98,1.9,100,6.6,0,0
Desert Wind Middle School,n/a,35565 W Honeycutt Rd,Maricopa,Pinal,85138-,y,rn,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Destiny School,n/a,22 Prickly Pear Dr,Globe,Gila,85501-,n, ,27,89,11.1,100,89,0,89,89,11.1,100,89,0,89,89,0,89,89,0,89,89,0,89,11.1,0,0
Devereux Of Arizona,n/a,6436 E. Sweetwater Ave.,Scottsdale,Maricopa,85254-,y,rn,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Dietz Elementary School,n/a,7575 E Palma St,Tucson,Pima,85710-,y,rn,62,100,0,100,97,1.6,100,97,1.6,100,100,0,100,100,0,100,100,0,100,100,0,100,1.6,3.2,0
Discover U,n/a,13226 N 113th Ave,Youngtown,Maricopa,85363,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Discovery School,n/a,7910 W Maryland Ave,Glendale,Maricopa,85303,y,rn,99,98,0,98,99,0,99,99,0,99,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Divine Children Preschool,n/a,8215 W Idian School Rd,Phoenix,Maricopa,82033-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Dobson Academy A-ball Charter School,n/a,2207 N Dobson Rd,Chandler,Maricopa,85224,n, ,58,98,1.7,100,97,1.7,98,97,1.7,98,98,1.7,100,98,1.7,100,98,1.7,100,98,1.7,100,1.7,0,0
Dobson Montessori Elementary,n/a,745 S. Extension,Mesa,Maricopa,85210-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Dodge Middle Magnet School,n/a,5831 E. Pima St.,Tucson,Pima,85712-,y,rn,146,99,1.4,100,97,2.1,100,96,2.7,99,99,.7,100,99,1.4,100,99,.7,99,98,2.1,100,2.1,3.4,.7
Don Mensendick School,n/a,5535 N 67th Ave,Glendale,Maricopa,85301,y,lpn,208,100,0,100,98,0,100,97,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Doolen Middle School,n/a,2400 N Country Club,Tucson,Pima,85716,y,rn,213,99,0,99,91,0,91,93,3.3,96,93,1.4,94,98,1.4,99,95,1.9,97,99,1.9,100,3.8,.5,0
Dorothy Stinson School,n/a,2013 S. 8th Ave,Safford,Graham,85546-____,y,rn,81,98,0,98,81,0,81,78,0,78,100,0,100,100,0,100,99,0,99,100,0,100,0,0,0
Dos Rios Elementary,n/a,2150 S 87th Ave,Tolleson,Maricopa,85353,n, ,76,99,0,99,99,0,100,99,0,100,99,0,99,99,0,99,100,0,100,100,0,100,0,0,0
Double Adobe Elementary School,n/a,7081 N. Central Hwy.,Mcneal,Cochise,85617-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Dr Gary And Annette Auxier Elementary,n/a,22700 S Power Rd,Queen Creek,Maricopa,85142-,n, ,64,100,0,100,88,7.8,100,89,9.4,100,100,0,100,97,3.1,100,100,0,100,98,1.6,100,9.4,3.1,0
Dr Howard K Conley Elementary,n/a,500 S Arrowhead Dr,Chandler ,Maricopa,85224-,n, ,108,96,1.9,98,88,3.7,97,90,4.6,96,96,3.7,100,96,3.7,100,95,3.7,99,96,1.9,98,7.4,1.9,1.9
Drachman Montessori Magnet School,n/a,1085 S. 10th Ave.,Tucson,Pima,85701-,y,rn,24,100,0,100,100,0,100,96,4.2,100,100,0,100,100,0,100,100,0,100,100,0,100,4.2,0,0
Drexel Elementary School,n/a,801 E Drexel Rd,Tucson,Pima,85706,y,rn,93,100,0,100,97,0,98,97,0,98,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Duncan Elementary School,n/a,Mcgrath Ave,Duncan,Greenlee,85534-,n, ,30,100,0,100,80,3.3,83,83,3.3,87,97,3.3,100,97,3.3,100,100,0,100,97,3.3,100,3.3,0,0
Dynamite Montessori School,n/a,29210 N. 59th St,Cave Creek,Maricopa,85331-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Dysart Elementary School,n/a,12950 W Varney Rd,El Mirage,Maricopa,85335,y,lpn,123,96,4.1,100,94,3.3,99,96,2.4,100,96,4.1,100,94,4.1,98,96,3.3,99,97,2.4,99,6.5,0,1.6
Eagle College Prep,n/a,2450 W South Mountain Ave,Phoenix,Maricopa,85041,n, ,90,100,0,100,91,4.4,100,91,4.4,100,99,1.1,100,100,0,100,100,0,100,100,0,100,4.4,0,0
Eagle College Prep Harmony,n/a,2435 E Pecan Rd.,Phoenix,Maricopa,85040-,n, ,25,92,8,100,76,8,100,84,4,100,92,8,100,96,4,100,96,4,100,100,0,100,4,0,0
Eagle Ridge Elementary School,n/a,19801 N 13th St,Phoenix,Maricopa,85024-3620,y,rn,78,96,0,96,100,0,100,100,0,100,99,1.3,100,100,0,100,99,1.3,100,100,0,100,2.6,0,0
Eagleridge Enrichment Program,n/a,1313 W. Medina Avenue #a3,Mesa,Maricopa,85202-,y,rn,70,84,15.7,100,63,31.4,100,63,34.3,100,83,17.1,100,86,14.3,100,84,15.7,100,99,0,99,35.7,7.1,0
East Fork Lutheran School,n/a,Fort Apache Rd,Whiteriver,Navajo,85941-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
East Valley Academy,n/a,910 North 85th Place,Scottsdale,Maricopa,85257-4561,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Echo Mountain Intermediate School,n/a,1811 E. Michigan Avenue,Phoenix,Maricopa,85022-,y,rn,147,99,0,99,99,0,99,99,0,99,100,0,100,99,0,99,100,0,100,100,0,100,0,0,0
Ed & Verma Pastor,n/a,2101 W. Alta Vista Rd.,Phoenix,Maricopa,85041-,y,lpn,88,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Ed Pastor Elementary 4,n/a,985 N 6th Ave,San Luis,Yuma,85349,y,lpn,66,100,0,100,94,0,100,94,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Edison Elementary School,n/a,545 N Horne,Mesa,Maricopa,85203,y,rn,90,96,4.4,100,92,4.4,100,94,5.6,100,96,4.4,100,94,5.6,100,96,4.4,100,100,0,100,8.9,0,0
Eduprize School,n/a,4567 West Roberts Road,Queen Creek,Pinal,85142-,y,rn,197,97,2.5,100,84,8.1,95,85,9.1,97,97,2.5,100,97,2.5,100,95,2.5,98,98,1.5,99,8.6,0,1
Eduprize School Gilbert,n/a,580 W. Melody Ave.,Gilbert,Maricopa,85233-,y,rn,197,92,8.1,100,81,14.7,97,81,14.7,97,91,8.6,100,91,9.1,100,91,8.6,99,92,7.6,100,14.7,0,7.1
Ehrenberg Elementary School,n/a,49241 Ehrenberg-parker Hwy,Ehrenberg,La Paz,85334,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Eisenhower Elementary School,n/a,848 N Mesa Dr,Mesa,Maricopa,85201,y,rn,65,97,0,97,91,1.5,94,92,0,92,98,1.5,100,98,1.5,100,98,1.5,100,98,1.5,100,1.5,0,0
El Dorado Private School,n/a,20624 N 76th Street,Scottsdale,Maricopa,85255-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Elfrida Elementary School,n/a,4070 Jefferson Road,Elfrida,Cochise,85610-,n, ,21,95,4.8,100,71,0,95,29,4.8,100,95,4.8,100,95,4.8,100,100,0,100,95,4.8,100,4.8,0,0
Elgin Elementary School,n/a,23 Upper Elgin Rd,Elgin,Santa Cruz,85611,y,rn,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Eliseo C Felix,n/a,540 E La Pasada,Goodyear,Maricopa,85338-,y,lpn,51,98,2,100,98,0,100,98,2,100,98,2,100,98,2,100,98,2,100,98,2,100,0,2,0
Ellsworth Elementary,n/a,38454 N Carolina Ave,Queen Creek,Pinal,85240,n, ,91,97,2.2,99,85,5.5,92,85,6.6,92,96,3.3,99,96,3.3,99,97,1.1,98,98,1.1,99,5.5,0,1.1
Eloy Junior High School,n/a,1011 North Sunshine Blvd.,Eloy,Pinal,85131-____,y,rn,90,99,1.1,100,99,1.1,100,99,1.1,100,99,1.1,100,99,1.1,100,99,1.1,100,99,1.1,100,1.1,0,1.1
Elvira Elementary,n/a,250 W Elvira,Tucson,Pima,85756-,y,rn,107,99,0,99,99,0,100,99,0,99,100,0,100,100,0,100,99,0,99,100,0,100,0,0,0
Emerson Elementary School,n/a,415 N Westwood Rd,Mesa,Maricopa,85201,y,rn,115,98,1.7,100,97,0,100,96,0,100,99,.9,100,99,.9,100,98,1.7,100,100,0,100,4.3,4.3,0
Emmanuel Christian Academy,n/a,3120 Hualapai Mountain Road,Kingman,Mohave,86401-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Emmanuel Lutheran School,n/a,715 W Southern Ave,Tempe,Maricopa,85282-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Emmaus Lutheran School,n/a,3841 W Sweetwater Ave,Phoenix,Maricopa,85029-____,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Empower College Prep,n/a,5757 N Central Ave,Phoenix,Maricopa,85012,n, ,109,97,.9,98,97,.9,100,97,.9,100,97,.9,98,97,.9,98,97,.9,98,99,.9,100,.9,0,0
Entz Elementary School,n/a,4132 E Adobe,Mesa,Maricopa,85205,y,rn,94,94,6.4,100,90,7.4,100,91,7.4,100,94,6.4,100,94,6.4,100,94,6.4,100,100,0,100,8.5,2.1,0
Esmond Station School,n/a,9400 S Atterbury Wash Way,Tucson,Pima,85747-,n, ,66,97,3,100,92,6.1,100,92,6.1,100,97,3,100,97,3,100,97,3,100,97,3,100,6.1,0,3
Esperanza Elementary School,n/a,2353 E Bantam,Tucson,Pima,85706,y,rn,86,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Esperanza Elementary School,n/a,251 W Mohawk Ln,Phoenix,Maricopa,85027,y,lpn,66,88,7.6,95,91,6.1,98,91,6.1,98,95,4.5,100,91,6.1,97,97,3,100,97,3,100,7.6,1.5,3
Esperero Canyon Middle School,n/a,5801 N Sabino Canyon Road,Tucson,Pima,85750-,y,rn,201,99,1,100,99,1,100,98,2,100,99,1,100,99,1.5,100,99,1,100,99,1,100,1.5,.5,1
Estes Elementary,n/a,11279 W Grier Rd,Marana,Pima,85653-,n, ,123,98,1.6,100,95,3.3,100,94,1.6,98,100,0,100,99,.8,100,99,.8,100,98,1.6,100,7.3,0,0
Estrella Middle School,n/a,3733 N 75th Ave,Phoenix,Maricopa,85033,y,rn,440,100,0,100,95,0,97,95,0,97,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Estrella Mountain Elementary,n/a,10301 S San Miguel ,Goodyear,Maricopa,85338-,n, ,58,95,5.2,100,91,6.9,100,90,8.6,100,97,3.4,100,95,5.2,100,97,3.4,100,97,3.4,100,6.9,1.7,0
Estrella Vista Elementary,n/a,11905 W Cocopah Cir,Avondale,Maricopa,85323,y,rn,95,98,2.1,100,92,3.2,99,92,4.2,99,99,1.1,100,99,1.1,100,99,1.1,100,100,0,100,4.2,0,0
Excelencia School,n/a,2181 E Mcdowell Rd,Phoenix,Maricopa,85006-,y,lpn,89,99,1.1,100,99,0,100,99,0,100,99,1.1,100,99,1.1,100,99,1.1,100,99,1.1,100,1.1,0,0
Fairbanks Middle School,n/a,1056 Fairbanks Rd,Morenci,Greenlee,85540,n, ,88,99,0,99,94,0,94,94,0,94,99,0,99,100,0,100,98,0,98,100,0,100,0,0,0
Faith Christian Academy,n/a,2555 W. Valencia Rd,Tucson,Pima,85746-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Faith Lutheran,n/a,3925 E 5th St,Tucson,Pima,85711,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Falcon Hill Elementary School,n/a,1645 N Sterling,Mesa,Maricopa,85207-,y,rn,62,97,3.2,100,92,4.8,100,92,4.8,100,97,3.2,100,97,3.2,100,97,3.2,100,95,4.8,100,6.5,0,3.2
Family Life Academy,n/a,7801 E Kenyon Dr,Tucson,Pima,85710,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Fees ,n/a,1600 E Watson,Tempe,Maricopa,85283-,y,rn,317,99,.6,100,97,1.6,100,97,1.6,100,99,.6,100,99,.6,100,99,.6,100,99,.6,100,1.6,0,.6
Festival Foothills Elementary,n/a,26252 W. Desert Vista Blvd.,Buckeye,Maricopa,85396-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Field Elementary School,n/a,2325 East Adobe Street,Mesa,Maricopa,85213-,y,rn,96,99,1,100,89,8.3,97,88,8.3,96,97,3.1,100,98,2.1,100,98,2.1,100,100,0,100,7.3,1,0
Finley Farms Elementary,n/a,375 S Columbus Dr,Gilbert,Maricopa,85296,y,rn,107,96,2.8,99,86,8.4,100,87,10.3,100,97,2.8,100,94,5.6,100,97,2.8,100,97,2.8,100,2.8,0,0
Fireside Elementary School,n/a,3725 East Lone Cactus Drive,Phoenix,Maricopa,85050-,y,rn,102,94,5.9,100,90,8.8,100,90,8.8,100,94,5.9,100,94,5.9,100,95,4.9,100,96,3.9,100,12.7,0,3.9
First Avenue Elementary School,n/a,914 N First Ave,San Manuel,Pinal,85631,n, ,46,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
First Baptist Christian Academy,n/a,1447 S 7th St,Sierra Vista,Cochise,85635,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
First Southern Christian School,n/a,445 E Speedway Blvd,Tucson,Pima,85705-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Flagstaff Junior Academy Middle School,n/a,755 N Bonito St,Flagstaff,Coconino,86001,n, ,50,96,4,100,88,0,90,88,10,100,96,4,100,96,4,100,96,4,100,96,4,100,12,0,4
Florence K-8,n/a,460 S Park St,Florence,Pinal,85232,n, ,80,98,1.3,99,75,1.3,76,68,1.3,69,96,1.3,98,98,1.3,99,96,1.3,98,99,1.3,100,1.3,0,1.3
Foothills Academy College Preparatory,n/a,7191 E. Ashler Hills Dr.,Scottsdale,Maricopa,85266-,n, ,28,96,0,96,11,0,93,4,0,86,93,0,93,96,0,96,100,0,100,100,0,100,0,0,0
Foothills Elementary,n/a,15808,Glendale,Maricopa,85306-,y,rn,89,100,0,100,96,4.5,100,96,4.5,100,97,3.4,100,97,3.4,100,98,2.2,100,100,0,100,4.5,0,0
Fort Thomas Elementary School,n/a,15560 W Elementary Rd,Fort Thomas,Graham,85536,y,rn,41,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Fountain Hills Charter School - Glenbrook,n/a,16751 E Glenbrook Blvd,Fountain Hills,Maricopa,85268-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Fountain Hills Middle School,n/a,15414 N. Mcdowell Mountain Rd.,Fountain Hills,Maricopa,85268-,n, ,118,97,3.4,100,94,5.9,100,94,5.9,100,96,4.2,100,97,2.5,100,97,3.4,100,97,2.5,100,6.8,0,2.5
Four Peaks Elementary School,n/a,1755 N Idaho,Apache Junction,Pinal,85219,y,lpn,117,97,2.6,100,97,0,97,97,2.6,100,97,2.6,100,97,2.6,100,97,2.6,100,97,2.6,100,2.6,0,0
Fourth Avenue Junior High School,n/a,450  4th Ave,Yuma,Yuma,85364,n, ,67,100,0,100,97,0,99,97,0,99,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Fox Creek Jr High School,n/a,3101 Desert Sky Blvd,Bullhead City,Mohave,86442,y,rn,163,99,.6,100,92,.6,96,94,.6,96,99,.6,100,99,.6,100,99,.6,100,98,1.8,100,1.8,0,.6
Frank Borman Middle School,n/a,3637 N 55th Ave,Phoenix,Maricopa,85031-,y,rn,143,99,1.4,100,95,0,100,94,0,99,99,1.4,100,100,0,100,99,1.4,100,100,0,100,0,2.1,0
Franklin At Alma Elementary,n/a,1313 W Medina Ave,Mesa,Maricopa,85202-,y,rn,27,100,0,100,85,3.7,100,96,3.7,100,100,0,100,100,0,100,100,0,100,100,0,100,3.7,0,0
Franklin At Brimhall,n/a,4949 W. Southern Avenue,Mesa,Maricopa,85206-,y,rn,97,93,7.2,100,89,0,94,91,9.3,100,93,7.2,100,93,7.2,100,93,7.2,100,100,0,100,10.3,1,0
Franklin Elementary School,n/a,1753 E 8th Ave,Mesa,Maricopa,85204,y,rn,106,97,2.8,100,92,5.7,100,92,5.7,100,97,2.8,100,97,2.8,100,97,2.8,100,99,.9,100,6.6,0,.9
Franklin Phonetic Primary School,n/a,6116 E. Hwy 69,Prescott Valley,Yavapai,86314-,n, ,44,95,4.5,100,91,2.3,95,91,9.1,100,93,6.8,100,93,6.8,100,91,6.8,98,98,2.3,100,13.6,0,2.3
Franklin West,n/a,236 S. Sirrine,Mesa,Maricopa,85210-689,y,rn,63,94,6.3,100,83,15.9,100,86,14.3,100,94,6.3,100,94,6.3,100,92,7.9,100,100,0,100,14.3,0,0
Fredonia Elementary School,n/a,222 N 200 East,Fredonia,Coconino,86022,n, ,21,86,14.3,100,71,19,90,81,19,100,81,19,100,81,19,100,81,19,100,81,19,100,19,0,0
Freedom Academy North,n/a,3916 E Paradise Lane,Phoenix,Maricopa,85032-,n, ,<20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
"Freedom Academy, Inc",n/a,3916 E Paradise Lane,Phoenix,Maricopa,85032-,n, ,46,91,8.7,100,80,19.6,100,80,19.6,100,91,8.7,100,91,8.7,100,91,8.7,100,91,8.7,100,19.6,0,0
Freedom Elementary School,n/a,22150 W Sundance Pkwy S,Buckeye,Maricopa,85326,y,lpn,93,98,2.2,100,91,4.3,100,92,4.3,99,98,1.1,99,98,2.2,100,97,3.2,100,99,1.1,100,5.4,1.1,1.1
Frontier Elementary,n/a,21258 N. 81st Ave,Peoria,Maricopa,85382-,y,rn,100,100,0,100,95,5,100,95,5,100,100,0,100,100,0,100,100,0,100,100,0,100,4,1,0
Frye,n/a,801 East Frye Rd,Chandler,Maricopa,85225-,n, ,94,98,2.1,100,90,5.3,100,91,7.4,100,98,2.1,100,98,2.1,100,98,2.1,100,98,2.1,100,7.4,0,2.1
Future Investment Middle School,n/a,1854 S Alvernon Way,Tucson,Pima,85711,n, ,34,100,0,100,97,2.9,100,97,2.9,100,100,0,100,100,0,100,100,0,100,100,0,100,0,2.9,0
G.p.s. - Carol Rae Ranch Elementary,n/a,3777 East Houston Avenue,Gilbert,Maricopa,85234,y,rn,83,96,3.6,100,94,6,100,94,6,100,96,3.6,100,96,3.6,100,96,3.6,100,94,6,100,6,0,3.6
G.p.s. - Val Vista Lakes Elementary,n/a,1030 North Blue Grotto Drive,Gilbert,Maricopa,85234,y,rn,67,96,0,96,96,0,96,96,0,96,96,4.5,100,96,4.5,100,97,3,100,97,3,100,6,0,3
Gadsden Elementary School,n/a,18745 Gadsden St,Gadsden,Yuma,85349,n, ,69,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Gallego Intermediate Fine Arts,n/a,3700 E Alvord Rd,Tucson,Pima,85706-,y,rn,167,99,.6,100,99,0,100,99,.6,100,99,.6,100,99,.6,100,99,.6,100,99,.6,100,.6,0,0
Galveston Elementary ,n/a,661 E. Galveston St.,Chandler,Maricopa,85225-,n, ,87,100,0,100,94,1.1,95,95,1.1,97,100,0,100,100,0,100,100,0,100,100,0,100,1.1,0,0
Galveston Elementary School,n/a,661 E Galveston St,Chandler,Maricopa,85225,n, ,87,99,1.1,100,94,1.1,100,98,1.1,99,100,0,100,100,0,100,100,0,100,100,0,100,1.1,0,0
Ganado Middle School,n/a,Hwy 264,Ganado,Apache,86505,n, ,109,100,0,100,96,0,100,96,0,98,100,0,100,100,0,100,100,0,100,100,0,100,0,0,0
Garden Lakes Elementary School,n/a,10825 W Garden Lakes Pkwy,Avondale,Maricopa,85323,y,lpn,105,96,3.8,100,92,3.8,100,92,3.8,100,96,3.8,100,96,3.8,100,96,3.8,100,96,3.8,100,5.7,1,3.8
